source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
Subcommittee Hearing: FY14 MilConVA Subcommittee Markup,,2013-06-18T00:00:00,Subcommittee Hearing: FY14 MilConVA Subcommittee Markup,2013,113,Markup,203,,9
"Subcommittee Hearing: FY14 State, Foreign Operations Subcommittee Markup",,2013-07-23T00:00:00,"Subcommittee Hearing: FY14 State, Foreign Operations Subcommittee Markup",2013,113,Markup,203,,9
Subcommittee Hearing: Falling Through the Cracks: The Challenges of Prevention and Identification in Child Trafficking and Private Re-homing,S. Hrg. 113-841 - FALLING THROUGH THE CRACKS: THE CHALLENGES OF PREVENTION AND IDENTIFICATION IN CHILD TRAFFICKING...,2014-07-08T00:00:00,Subcommittee Hearing: Falling Through the Cracks: The Challenges of Prevention and Identification in Child Trafficking and Private Re-homing,2014,113,Hearing,213,,3
Subcommittee Hearing: Financial Literacy: the Starting Point for a Secure Retirement,,2018-08-21T00:00:00,Subcommittee Hearing: Financial Literacy: the Starting Point for a Secure Retirement,2018,115,Hearing,213,,3
Subcommittee Hearing: Financial Services & General Government Subcommittee Hearing: FY16 Judiciary Budget,,2015-03-24T00:00:00,Subcommittee Hearing: Financial Services & General Government Subcommittee Hearing: FY16 Judiciary Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Financial Services & General Government Subcommittee Hearing: FY16 Treasury Department Budget,,2015-03-03T00:00:00,Subcommittee Hearing: Financial Services & General Government Subcommittee Hearing: FY16 Treasury Department Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Full Committee Markup - Defense and Legislative Branch Subcommittees,,2012-08-02T00:00:00,Subcommittee Hearing: Full Committee Markup - Defense and Legislative Branch Subcommittees,2012,112,Markup,203,,9
Subcommittee Hearing: Getting the Most Bang for the Buck: Quality Early Education and Care,S. Hrg. 112-801 - Getting the Most Bang for the Buck: Quality Early Education and Care,2011-06-09T00:00:00,Subcommittee Hearing: Getting the Most Bang for the Buck: Quality Early Education and Care,2011,112,Hearing,213,,3
Subcommittee Hearing: Hearing on FY17 Research & Development Efforts at the U.S. Dept. of Homeland Security,,2016-04-06T00:00:00,Subcommittee Hearing: Hearing on FY17 Research & Development Efforts at the U.S. Dept. of Homeland Security,2016,114,Hearing,203,,3
Subcommittee Hearing: Hearing on FY2017 National Institutes of Health Budget Request,,2016-04-07T00:00:00,Subcommittee Hearing: Hearing on FY2017 National Institutes of Health Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on Preventing Sexual Assault & Sexual Harassment at the U.S. Merchant Marine Academy,,2017-04-05T00:00:00,Subcommittee Hearing: Hearing on Preventing Sexual Assault & Sexual Harassment at the U.S. Merchant Marine Academy,2017,115,Hearing,203,,4
Subcommittee Hearing: Hearing on Russian Policies & Intentions Toward Specific European Countries,,2017-03-07T00:00:00,Subcommittee Hearing: Hearing on Russian Policies & Intentions Toward Specific European Countries,2017,115,Hearing,203,,6
Subcommittee Hearing: Hearing on Saving Lives Through Medical Research,,2017-03-08T00:00:00,Subcommittee Hearing: Hearing on Saving Lives Through Medical Research,2017,115,Hearing,203,,6
Subcommittee Hearing: Hearing on VA Efforts to Prevent and Combat Opioid Overmedication,,2017-11-15T00:00:00,Subcommittee Hearing: Hearing on VA Efforts to Prevent and Combat Opioid Overmedication,2017,115,Hearing,203,,3
Subcommittee Hearing: Hearing on Violent Extremism & the Role of Foreign Assistance,,2016-04-12T00:00:00,Subcommittee Hearing: Hearing on Violent Extremism & the Role of Foreign Assistance,2016,114,Hearing,203,,3
"Subcommittee Hearing: Hearing on the FY17 Budget Request for the Army Corps of Engineers and the U.S. Dept. of the Interior, Bureau of Reclamation",,2016-03-02T00:00:00,"Subcommittee Hearing: Hearing on the FY17 Budget Request for the Army Corps of Engineers and the U.S. Dept. of the Interior, Bureau of Reclamation",2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Budget Request for the Department of Commerce,,2016-03-03T00:00:00,Subcommittee Hearing: Hearing on the FY17 Budget Request for the Department of Commerce,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Budget Request for the GAO & CBO,,2016-03-08T00:00:00,Subcommittee Hearing: Hearing on the FY17 Budget Request for the GAO & CBO,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Budget Request for the Health & Human Services Department,,2016-03-03T00:00:00,Subcommittee Hearing: Hearing on the FY17 Budget Request for the Health & Human Services Department,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Budget Request for the Transportation Security Administration,,2016-03-01T00:00:00,Subcommittee Hearing: Hearing on the FY17 Budget Request for the Transportation Security Administration,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Budget Request for the U.S. Department of the Interior,,2016-03-02T00:00:00,Subcommittee Hearing: Hearing on the FY17 Budget Request for the U.S. Department of the Interior,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Food and Drug Administration Budget Request,,2016-03-02T00:00:00,Subcommittee Hearing: Hearing on the FY17 Food and Drug Administration Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 Treasury Dept. Budget Request,,2016-03-08T00:00:00,Subcommittee Hearing: Hearing on the FY17 Treasury Dept. Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 U.S. Dept. of Energy Budget Request,,2016-03-09T00:00:00,Subcommittee Hearing: Hearing on the FY17 U.S. Dept. of Energy Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 U.S. Forest Service Budget Request,,2016-04-06T00:00:00,Subcommittee Hearing: Hearing on the FY17 U.S. Forest Service Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY17 U.S. Navy & Marine Corps Budget Request,,2016-03-02T00:00:00,Subcommittee Hearing: Hearing on the FY17 U.S. Navy & Marine Corps Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the FY2017 Missile Defense Agency Budget Request,,2016-04-13T00:00:00,Subcommittee Hearing: Hearing on the FY2017 Missile Defense Agency Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing on the Importance of U.S. Democracy Assistance,,2017-05-09T00:00:00,Subcommittee Hearing: Hearing on the Importance of U.S. Democracy Assistance,2017,115,Hearing,203,,6
Subcommittee Hearing: Hearing on “The Future of Nuclear Power”,,2016-11-16T00:00:00,Subcommittee Hearing: Hearing on “The Future of Nuclear Power”,2016,114,Hearing,203,,6
"Subcommittee Hearing: Hearing titled ""Addressing the Opioid Crisis in America: Prevention, Treatment & Recovery""",,2017-12-05T00:00:00,"Subcommittee Hearing: Hearing titled ""Addressing the Opioid Crisis in America: Prevention, Treatment & Recovery""",2017,115,Hearing,203,,3
"Subcommittee Hearing: Hearing titled ""Preventing Veteran Suicide""",,2017-04-27T00:00:00,"Subcommittee Hearing: Hearing titled ""Preventing Veteran Suicide""",2017,115,Hearing,203,,3
"Subcommittee Hearing: Hearing titled ""The Future of Nuclear Power""",,2016-09-14T00:00:00,"Subcommittee Hearing: Hearing titled ""The Future of Nuclear Power""",2016,114,Hearing,203,,3
Subcommittee Hearing: Hearing to Review Budget Requirements & Justification for the Nuclear Cruise Missile,,2016-07-13T00:00:00,Subcommittee Hearing: Hearing to Review Budget Requirements & Justification for the Nuclear Cruise Missile,2016,114,Hearing,203,,2
"Subcommittee Hearing: Hearing to Review FY17 & FY18 Budget Request for VA Health Administration, VA Benefits Administration",,2016-03-03T00:00:00,"Subcommittee Hearing: Hearing to Review FY17 & FY18 Budget Request for VA Health Administration, VA Benefits Administration",2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review FY17 Budget Request for Military Construction & Family Housing,,2016-04-07T00:00:00,Subcommittee Hearing: Hearing to Review FY17 Budget Request for Military Construction & Family Housing,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review FY17 Budget Request for the Defense Health Program,,2016-03-09T00:00:00,Subcommittee Hearing: Hearing to Review FY17 Budget Request for the Defense Health Program,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review FY17 Budget Request for the National Guard & Reserve,,2016-03-16T00:00:00,Subcommittee Hearing: Hearing to Review FY17 Budget Request for the National Guard & Reserve,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review FY17 Budget Request for the Senate Sergeant at Arms & U.S. Capitol Police,,2016-03-01T00:00:00,Subcommittee Hearing: Hearing to Review FY17 Budget Request for the Senate Sergeant at Arms & U.S. Capitol Police,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review FY17 USAID Budget Request,,2016-03-15T00:00:00,Subcommittee Hearing: Hearing to Review FY17 USAID Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review Library of Congress & Architect of the Capitol FY2017 Budget Request,,2016-03-15T00:00:00,Subcommittee Hearing: Hearing to Review Library of Congress & Architect of the Capitol FY2017 Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review Opportunities and Benefits for Military Veterans in Agriculture,,2016-04-05T00:00:00,Subcommittee Hearing: Hearing to Review Opportunities and Benefits for Military Veterans in Agriculture,2016,114,Hearing,203,,3
Subcommittee Hearing: Hearing to Review U.S. Assistance for Central America,,2017-05-23T00:00:00,Subcommittee Hearing: Hearing to Review U.S. Assistance for Central America,2017,115,Hearing,203,,6
Subcommittee Hearing: Hearing to Review United States Assistance for Egypt,,2017-04-25T00:00:00,Subcommittee Hearing: Hearing to Review United States Assistance for Egypt,2017,115,Hearing,203,,6
Subcommittee Hearing: Hearing to Review of National Guard & Reserve Programs and Readiness,,2017-04-26T00:00:00,Subcommittee Hearing: Hearing to Review of National Guard & Reserve Programs and Readiness,2017,115,Hearing,203,,3
Subcommittee Hearing: Hearing to Review the Defense Health Program & Military Medicine Funding,,2017-03-29T00:00:00,Subcommittee Hearing: Hearing to Review the Defense Health Program & Military Medicine Funding,2017,115,Hearing,203,,3
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for Defense Innovation & Research,,2016-04-20T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for Defense Innovation & Research,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for U.S. Customs and Border Protection & U.S. Immigration and Customs Enforcement,,2016-03-08T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for U.S. Customs and Border Protection & U.S. Immigration and Customs Enforcement,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the National Nuclear Security Administration,,2016-03-16T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the National Nuclear Security Administration,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the SEC & CFTC,,2016-04-12T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the SEC & CFTC,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the U.S. Department of Education,,2016-03-10T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the U.S. Department of Education,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the U.S. Dept. of Labor,,2016-03-17T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the U.S. Dept. of Labor,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the USDA,,2016-03-09T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Budget Request for the USDA,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Department of Defense Budget Request,,2016-04-27T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Department of Defense Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Environmental Protection Agency Budget Request,,2016-04-20T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Environmental Protection Agency Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 FCC Budget Request,,2016-04-05T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 FCC Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 HUD Budget Request,,2016-03-10T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 HUD Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 Indian Health Service Budget Request,,2016-03-09T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 Indian Health Service Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 NASA Budget Request,,2016-03-10T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 NASA Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 U.S. Dept. of Transportation Budget Request,,2016-03-16T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 U.S. Dept. of Transportation Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY17 and FY18 Budget Requests for the Department of Veterans Affairs,,2016-03-10T00:00:00,Subcommittee Hearing: Hearing to Review the FY17 and FY18 Budget Requests for the Department of Veterans Affairs,2016,114,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY2018 Budget for the U.S. Department of State,,2017-06-13T00:00:00,Subcommittee Hearing: Hearing to Review the FY2018 Budget for the U.S. Department of State,2017,115,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the FY2018 USDA Budget Request,,2017-06-13T00:00:00,Subcommittee Hearing: Hearing to Review the FY2018 USDA Budget Request,2017,115,Hearing,203,,2
Subcommittee Hearing: Hearing to Review the VA Electronic Health Record Network (VistA),,2016-07-13T00:00:00,Subcommittee Hearing: Hearing to Review the VA Electronic Health Record Network (VistA),2016,114,Hearing,203,,3
Subcommittee Hearing: Hearing: Civil Society Perspectives on Russia,,2017-03-29T00:00:00,Subcommittee Hearing: Hearing: Civil Society Perspectives on Russia,2017,115,Hearing,203,,6
Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 Department of Homeland Security Budget,,2015-04-29T00:00:00,Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 Department of Homeland Security Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 FEMA Budget Request,,2015-04-22T00:00:00,Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 FEMA Budget Request,2015,114,Hearing,203,,2
Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 U.S. Secret Service Budget,,2015-03-19T00:00:00,Subcommittee Hearing: Homeland Security Subcommittee Hearing: FY16 U.S. Secret Service Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Homeland Security Subcommittee Hearing: From Protection to Partnership: Funding the DHS Role in Cybersecurity,,2015-04-15T00:00:00,Subcommittee Hearing: Homeland Security Subcommittee Hearing: From Protection to Partnership: Funding the DHS Role in Cybersecurity,2015,114,Hearing,203,,3
Subcommittee Hearing: Homeland Security Subcommittee Hearing: Transportation Security Administration Efforts to Address IG Findings,,2015-09-29T00:00:00,Subcommittee Hearing: Homeland Security Subcommittee Hearing: Transportation Security Administration Efforts to Address IG Findings,2015,114,Hearing,203,,4
Subcommittee Hearing: Homeland Security: FY2017 Dept. of Homeland Security Budget Request,,2016-02-24T00:00:00,Subcommittee Hearing: Homeland Security: FY2017 Dept. of Homeland Security Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Housing Vulnerable Families and Individuals: Is There a Better Way?,,2016-09-21T00:00:00,Subcommittee Hearing: Housing Vulnerable Families and Individuals: Is There a Better Way?,2016,114,Hearing,203,,6
Subcommittee Hearing: Interior & Environment Subcommittee Hearing: FY16 Indian Health Service Budget,,2015-03-11T00:00:00,Subcommittee Hearing: Interior & Environment Subcommittee Hearing: FY16 Indian Health Service Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Interior & Environment Subcommittee Hearing: FY16 Interior Department Budget,,2015-03-04T00:00:00,Subcommittee Hearing: Interior & Environment Subcommittee Hearing: FY16 Interior Department Budget,2015,114,Hearing,203,,2
