DATE,NAME,COMMITTEE,CATEGORY
2015-12-08,"HEARING ON H.R. 3262; H.R. 3484; H.R. 4056; H.R. 4129; A DRAFT BILL TO AMEND THE VETERANS' BENEFITS PROGRAMS IMPROVEMENT ACT OF 1991 TO AUTHORIZE VA TO SELL PERSHING HALL; AND, VA'S LEGISLATIVE PROPOSAL REGARDING FISCAL YEAR 2016 CONSTRUCTION PROJECTS",House Committee on Veterans' Affairs,Legislative
2015-11-18,CHOICE CONSOLIDATION: ASSESSING VA'S PLAN TO IMPROVE CARE IN THE COMMUNITY,House Committee on Veterans' Affairs,Policy
2015-11-18,EXAMINING VA'S ON-THE-JOB TRAINING AND APPRENTICESHIP PROGRAM,House Committee on Veterans' Affairs,Policy
2015-11-17,"LEGISLATIVE HEARING ON: H.R. 1319; H.R. 1603; H.R. 1904; H.R. 2639; H.R. 3234; H.R. 3471; H.R. 3549; DRAFT LEGISLATION, THE PROMOTING RESPONSIBLE OPIOID MANAGEMENT AND INCORPORATING MEDICAL EXPERTISE ACT; AND, A VA LEGISLATIVE PROPOSAL, THE VA PURCHASED HEALTH CARE STREAMLINING AND MODERNIZATION ACT",House Committee on Veterans' Affairs,Legislative
2015-11-04,AN EXAMINATION OF CONTINUED CHALLENGES IN VA'S VETS FIRST VERIFICATION PROCESS,House Committee on Veterans' Affairs,Agency Conduct
2015-11-03,EXAMINING VA'S INFORMATION TECHNOLOGY SYSTEMS THAT PROVIDE ECONOMIC OPPORTUNITIES FOR VETERANS,House Committee on Veterans' Affairs,Fact Finding
2015-11-02,TESTIMONY OF SUBPOENAED WITNESSES ON THE DEPARTMENT OF VETERANS AFFAIRS' ALLEGED MISUSE OF RELOCATION PROGRAM AND INCENTIVES,House Committee on Veterans' Affairs,Policy
2015-10-27,VA AND DOD IT: ELECTRONIC HEALTH RECORDS INTEROPERABILITY,House Committee on Veterans' Affairs,Policy
2015-10-22,A REVIEW OF VA'S VETSUCCESS ON CAMPUS PROGRAM,House Committee on Veterans' Affairs,Policy
2015-10-22,"EVALUATING VA PRIMARY CARE DELIVERY, WORKLOAD, AND COST",House Committee on Veterans' Affairs,Agency Conduct
2015-10-21,AN EXAMINATION OF THE VA OFFICE OF INSPECTOR GENERAL'S FINAL REPORT ON THE INAPPROPRIATE USE OF POSITION AND THE MISUSE OF THE RELOCATION PROGRAM AND INCENTIVES,House Committee on Veterans' Affairs,Policy
2015-10-07,A CALL FOR SYSTEM-WIDE CHANGE: EVALUATING THE INDEPENDENT ASSESSMENT OF THE VETERANS HEALTH ADMINISTRATION,House Committee on Veterans' Affairs,Policy
2015-09-10,A REVIEW OF LICENSING AND CREDENTIALING STANDARDS FOR SERVICEMEMBERS AND VETERANS: DO BARRIERS STILL REMAIN?,House Committee on Veterans' Affairs,Policy
2015-09-01,REALIZING QUALITY RURAL CARE THROUGH APPROPRIATE STAFFING AND IMPROVED CHOICE,House Committee on Veterans' Affairs,Fact Finding
2015-07-22,TO RECEIVE THE SECRETARY'S TESTIMONY REGARDING THE PENDING VA HEALTHCARE BUDGET SHORTFALL AND SYSTEM SHUTDOWN,House Committee on Veterans' Affairs,Legislative
2015-07-21,LACK OF OVERSIGHT OF INTERAGENCY AGREEMENTS--VA PROCUREMENT FAILURES CONTINUED,House Committee on Veterans' Affairs,Agency Conduct
2015-07-15,EXPLORING VA'S ADMINISTRATION OF INDIVIDUAL UNEMPLOYABILITY BENEFITS,House Committee on Veterans' Affairs,Policy
2015-07-14,"LEGISLATIVE HEARING ON: H.R. 272; H.R. 353; H.R. 359; H.R. 421; H.R. 423; H.R. 1356; H.R. 1688; H.R. 1862; H.R. 2464; H.R. 2914; H.R. 2915; H.R. 3016; AND, DRAFT LEGISLATION TO AUTHORIZE VA MAJOR MEDICAL FACILITY CONSTRUCTION PROJECTS FOR FY 2015 AND TO MAKE CERTAIN IMPROVEMENTS IN THE ADMINISTRATION OF VA MEDICAL FACILITY CONSTRUCTION PROJECTS",House Committee on Veterans' Affairs,Legislative
2015-07-08,A REVIEW OF VA'S VOCATIONAL REHABILITATION AND EMPLOYMENT PROGRAM,House Committee on Veterans' Affairs,Policy
2015-06-25,THE STATE OF VA'S FISCAL YEAR 2015 BUDGET,House Committee on Veterans' Affairs,Legislative
2015-06-24,"LEGISLATIVE HEARING ON H.R. 2214, H.R. 1380, H.R. 2706, H.R. 2691, H.R. 303, H.R. 1338, H.R. 1302, H.R. 2605 AND H.R. 1384",House Committee on Veterans' Affairs,Legislative
2015-06-11,EXPLORING VBA'S FIDUCIARY PROGRAM,House Committee on Veterans' Affairs,Policy
2015-06-10,PRESCRIPTION MISMANAGEMENT AND THE RISK OF VETERAN SUICIDE,House Committee on Veterans' Affairs,Agency Conduct
2015-06-03,ASSESSING VA'S ABILITY TO PROMPTLY PAY NON-VA PROVIDERS,House Committee on Veterans' Affairs,Policy
2015-06-02,"LEGISLATIVE HEARING ON H.R. 356, H.R. 832, H.R. 1994, H.R. 2133, H.R. 2275, H.R. 2344, H.R. 2360, H.R. 2361, AND A DRAFT BILL ENTITLED ``TO AMEND TITLE 38, UNITED STATES CODE, TO MAKE CERTAIN MODIFICATIONS AND IMPROVEMENTS IN THE TRANSFER OF UNUSED EDUCATIONAL ASSISTANCE BENEFITS UNDER THE POST-9/11 EDUCATIONAL ASSISTANCE PROGRAM OF THE DEPARTMENT OF VETERANS AFFAIRS, AND FOR OTHER PURPOSES''",House Committee on Veterans' Affairs,Legislative
2015-06-01,CIRCUMVENTION OF CONTRACTS IN THE PROVISION OF NON-VA HEALTHCARE,House Committee on Veterans' Affairs,Agency Conduct
2015-05-15,OVERCOMING BARRIERS TO MORE EFFICIENT AND EFFECTIVE VA STAFFING,House Committee on Veterans' Affairs,Legislative
2015-05-14,"WASTE, FRAUD, AND ABUSE IN VA'S PURCHASE CARD PROGRAM",House Committee on Veterans' Affairs,Agency Conduct
2015-05-13,ASSESSING THE PROMISE AND PROGRESS OF THE CHOICE PROGRAM,House Committee on Veterans' Affairs,Policy
2015-04-30,EXAMINING ACCESS AND QUALITY OF CARE AND SERVICES FOR WOMEN VETERANS,House Committee on Veterans' Affairs,Fact Finding
2015-04-23,"LEGISLATIVE HEARING ON: DRAFT LEGISLATION TO IMPROVE REPRODUCTIVE TREATMENT PROVIDED TO CERTAIN DISABLED VETERANS; DRAFT LEGISLATION TO DIRECT THE DEPARTMENT OF VETERANS AFFAIRS (VA) TO SUBMIT AN ANNUAL REPORT ON THE VETERANS HEALTH ADMINISTRATION; H.R. 271; H.R. 627; H.R. 1369; H.R. 1575; AND, H.R. 1769",House Committee on Veterans' Affairs,Legislative
2015-04-22,PHILADELPHIA AND OAKLAND: SYSTEMIC FAILURES AND MISMANAGEMENT,House Committee on Veterans' Affairs,Agency Conduct
2015-04-15,DENVER VA MEDICAL CENTER: CONSTRUCTING A WAY FORWARD,House Committee on Veterans' Affairs,Policy
2015-04-14,"LEGISLATIVE HEARING ON H.R. 675, H.R. 677, H.R. 732, H.R. 800, H.R. 1067, H.R. 1331, H.R. 1379, H.R. 1414, H.R. 1569, AND H.R. 1607",House Committee on Veterans' Affairs,Legislative
2015-03-24,``LEGISLATIVE HEARING ON H.R. 456; H.R. 473; H.R. 474; H.R. 475; H.R. 476; H.R. 643; H.R. 1038; H.R. 1141; H.R. 1187; H.R. 1313; H.R. 1382'',House Committee on Veterans' Affairs,Legislative
2015-03-19,"LEGISLATIVE HEARING ON H.R. 571, H.R. 593, H.R. 1015, H.R. 1016, H.R. 1017, H.R. 1128, AND H.R. 1129",House Committee on Veterans' Affairs,Legislative
2015-03-17,A REVIEW OF HIGHER EDUCATION OPPORTUNITIES FOR THE NEWEST GENERATION OF VETERANS,House Committee on Veterans' Affairs,Fact Finding
2015-03-16,POWER OF LEGISLATIVE INQUIRY_IMPROVING VA BY IMPROVING TRANSPARENCY,House Committee on Veterans' Affairs,Legislative
2015-02-12,A REVIEW OF THE PRESIDENT'S FISCAL YEAR 2016 BUDGET REQUEST FOR THE DEPARTMENT OF LABOR'S VETERAN EMPLOYMENT AND TRAINING SERVICE (VETS),House Committee on Veterans' Affairs,Legislative
2015-02-11,U.S. DEPARTMENT OF VETERANS AFFAIRS BUDGET REQUEST FOR FISCAL YEAR 2016,House Committee on Veterans' Affairs,Legislative
2015-02-10,AN EXAMINATION OF WASTE AND ABUSE ASSOCIATED WITH VA'S MANAGEMENT OF LAND-USE AGREEMENTS,House Committee on Veterans' Affairs,Policy
2015-01-28,EXAMINING THE QUALITY AND COST OF VA HEALTHCARE,House Committee on Veterans' Affairs,Fact Finding
2015-01-27,A REVIEW OF THE TRANSITION ASSISTANCE PROGRAM (TAP),House Committee on Veterans' Affairs,Policy
2015-01-27,"LEGISLATIVE HEARING ON H.R. 189, H.R. 216, H.R. 245, H.R. 280, AND H.R. 294",House Committee on Veterans' Affairs,Legislative
2015-01-22,VETERANS' DILEMMA: NAVIGATING THE APPEALS SYSTEM FOR VETERANS CLAIMS,House Committee on Veterans' Affairs,Policy
2015-01-21,BUILDING A BETTER VA: ASSESSING ONGOING MAJOR CONSTRUCTION MANAGEMENT PROBLEMS WITHIN THE DEPARTMENT,House Committee on Veterans' Affairs,Policy
2014-12-11,EVALUATING FEDERAL AND COMMUNITY EFFORTS TO ELIMINATE VETERAN HOMELESSNESS,House Committee on Veterans' Affairs,Policy
2014-12-09,TIMELESS HONOR: REVIEWING CURRENT OPERATIONS OF OUR NATIONAL CEMETERIES,House Committee on Veterans' Affairs,Fact Finding
2014-12-03,VA'S CAREGIVER PROGRAM: ASSESSING CURRENT PROSPECTS AND FUTURE POSSIBILITIES,House Committee on Veterans' Affairs,Policy
2014-11-20,FILIPINO VETERANS EQUITY COMPENSATION FUND: INQUIRY INTO THE ADEQUACY OF PROCESS IN VERIFYING ELIGIBILITY,House Committee on Veterans' Affairs,Agency Conduct
2014-11-19,"LEGISLATIVE HEARING ON H.R. 4720, THE MEDAL OF HONOR PRIORITY CARE ACT; H.R. 4887, THE EXPANDING CARE FOR VETERANS ACT; H.R. 4977, THE COVER (CREATING OPTIONS FOR VETERANS EXPEDITED RECOVERY ACT); H.R. 5059, THE CLAY HUNT SUICIDE PREVENTION FOR AMERICAN VETERANS ACT; H.R. 5475, TO IMPROVE THE CARE PROVIDED BY VA TO NEWBORN CHILDREN; H.R. 5484, THE TOXIC EXPOSURE RESEARCH ACT; AND H.R. 5686, THE PHYSICIAN AMBASSADORS HELPING VETERANS ACT",House Committee on Veterans' Affairs,Legislative
2014-11-19,THE ROLE OF THE STATE APPROVING AGENCIES IN ENSURING QUALITY EDUCATION PROGRAMS FOR VETERANS,House Committee on Veterans' Affairs,Policy
2014-11-18,VA'S LONGSTANDING INFORMATION SECURITY WEAKNESSES CONTINUE TO ALLOW EXTENSIVE DATA MANIPULATION,House Committee on Veterans' Affairs,Policy
2014-11-13,"ASSESSING THE IMPLEMENTATION OF THE VETERANS ACCESS, CHOICE, AND ACCOUNTABILITY ACT OF 2014",House Committee on Veterans' Affairs,Policy
2014-10-03,RHETORIC V. REALITY: INVESTIGATING THE CON- TINUED FAILURES OF THE PHILADELPHIA VA REGIONAL OFFICE,House Committee on Veterans' Affairs,Agency Conduct
2014-09-17,SCHEDULING MANIPULATION AND VETERAN DEATHS IN PHOENIX: EXAMINATION OF THE OIG'S FINAL REPORT,House Committee on Veterans' Affairs,Policy
2014-08-27,AN EXAMINATION OF RURAL AND NATIVE AMERICAN VETERAN ACCESS TO CARE,House Committee on Veterans' Affairs,Fact Finding
2014-08-14,CHALLENGES IN RURAL AMERICA: INFRASTRUCTURE NEEDS AND ACCESS TO CARE,House Committee on Veterans' Affairs,Fact Finding
2014-08-06,CHALLENGES IN RURAL AMERICA: VA ACCESS AND MENTAL HEALTHCARE,House Committee on Veterans' Affairs,Fact Finding
2014-07-24,RESTORING TRUST: THE VIEW OF THE ACTING SECRETARY AND THE VETERANS COMMUNITY,House Committee on Veterans' Affairs,Fact Finding
2014-07-16,CREATING EFFICIENCY THROUGH COMPARISON: AN EVALUATION OF PRIVATE SECTOR,House Committee on Veterans' Affairs,Fact Finding
2014-07-14,EVALUATION OF THE PROCESS TO ACHIEVE VBA GOALS,House Committee on Veterans' Affairs,Policy
2014-07-10,SERVICE SHOULD NOT LEAD TO SUICIDE: ACCESS TO VA'S MENTAL HEALTH CARE,House Committee on Veterans' Affairs,Fact Finding
2014-07-08,VA WHISTLEBLOWERS: EXPOSING INADEQUATE SERVICE PROVIDED TO VETERANS AND ENSURING APPROPRIATE ACCOUNTABILITY,House Committee on Veterans' Affairs,Policy
2014-06-25,VBA AND VHA INTERACTIONS: ORDERING AND CONDUCTING MEDICAL EXAMINATIONS,House Committee on Veterans' Affairs,Policy
2014-06-23,EVALUATING THE CAPACITY OF THE VA TO CARE FOR VETERAN PATIENTS,House Committee on Veterans' Affairs,Fact Finding
2014-06-20,REVIEW OF AWARDING BONUSES TO SENIOR EXECUTIVES AT THE DEPARTMENT OF VETERANS AFFAIRS,House Committee on Veterans' Affairs,Fact Finding
2014-06-18,NON-VA CARE: AN INTEGRATED SOLUTION FOR VETERAN ACCESS,House Committee on Veterans' Affairs,Fact Finding
2014-06-12,AN EXAMINATION OF BUREAUCRATIC BARRIERS TO CARE FOR VETERANS,House Committee on Veterans' Affairs,Fact Finding
2014-05-29,DEFINED EXPECTATIONS: EVALUATING VA'S PERFORMANCE IN THE SERVICEMEMBER TRANSITION PROCESS,House Committee on Veterans' Affairs,Policy
2014-05-28,TO RECEIVE WITNESS TESTIMONY RELATED TO COMMITTEE SUBPOENA,House Committee on Veterans' Affairs,Fact Finding
2014-05-20,EXPLORING JOBS FOR VETERANS IN THE ENERGY SECTOR,House Committee on Veterans' Affairs,Fact Finding
2014-05-08,DEFINING AND IMPROVING SUCCESS FOR STUDENT VETERANS,House Committee on Veterans' Affairs,Policy
2014-04-22,"CONSTRUCTION CONUNDRUMS: A REVIEW OF CONTINUED DELAYS AND COST OVERRUNS AT THE REPLACEMENT AURORA, COLORADO, VAMC",House Committee on Veterans' Affairs,Agency Conduct
2014-04-09,A CONTINUED ASSESSMENT OF DELAYS IN VA MEDICAL CARE AND PREVENTABLE VETERANS DEATHS,House Committee on Veterans' Affairs,Fact Finding
2014-04-03,TRIALS IN TRANSPARENCY II: IS VA RESPONDING TO CONGRESSIONAL REQUESTS IN A TIMELY MANNER?,House Committee on Veterans' Affairs,Policy
2014-03-27,"LEGISLATIVE HEARING ON H.R. 183; H.R. 2527; H.R. 2661; H.R. 2974; H.R. 3180; H.R. 3387; H.R. 3831; H.R. 4198; AND, DRAFT LEGISLATION TO AUTHORIZE MAJOR MEDICAL FACILITY PROJECTS FOR THE DEPARTMENT OF VET- ERANS AFFAIRS FOR FISCAL YEAR 2014 AND FOR OTHER PURPOSES",House Committee on Veterans' Affairs,Legislative
2014-03-26,"LEGISLATIVE HEARING ON H.R. 3593, H.R. 4261, H.R. 4281 AND OTHER DRAFT LEGISLATION",House Committee on Veterans' Affairs,Legislative
2014-03-25,LEGISLATIVE HEARING ON H.R. 2942; H.R. 3056; H.R. 3614; H.R. 4031; H.R. 4037; H.R. 4038; H.R. 4147; H.R. 4150; AND H.R. 4151,House Committee on Veterans' Affairs,Legislative
2014-03-13,U.S. DEPARTMENT OF VETERANS AFFAIRS BUDGET REQUEST FOR FISCAL YEAR 2015,House Committee on Veterans' Affairs,Legislative
2014-02-27,A REVIEW OF THE EFFECTIVENESS OF VA'S VOCATIONAL REHABILITATION AND EMPLOYMENT PROGRAM,House Committee on Veterans' Affairs,Policy
2014-02-26,VA ACCOUNTABILITY: ASSESSING ACTIONS TAKEN IN RESPONSE TO SUBCOMMITTEE OVERSIGHT,House Committee on Veterans' Affairs,Policy
2014-02-25,HEARING TO RECEIVE LEGISLATIVE PRESENTATION OF THE DISABLED AMERICAN VETERANS (DAV),House Committee on Veterans' Affairs,Legislative
2014-02-20,AN EXAMINATION OF VETERAN ACCESS TO TRADITIONAL AND ALTERNATIVE FORMS OF MENTAL HEALTH THERAPY,House Committee on Veterans' Affairs,Fact Finding
2014-02-05,BEYOND TRANSFORMATION: REVIEWING CURRENT STATUS AND SECONDARY EFFECTS OF VBA TECHNOLOGY,House Committee on Veterans' Affairs,Fact Finding
2014-01-28,WHAT CAN THE FEDERAL GOVERNMENT LEARN FROM THE PRIVATE SECTOR'S SUCCESSFUL AP- PROACH TO HIRING VETERANS?,House Committee on Veterans' Affairs,Fact Finding
2014-01-15,VENDORS IN THE OR_VA'S FAILED OVERSIGHT OF SURGICAL IMPLANTS,House Committee on Veterans' Affairs,Agency Conduct
2013-12-11,CONTRACTING AWAY ACCOUNTABILITY - REVERSE AUCTIONS IN FEDERAL AGENCY ACQUISITIONS,House Committee on Veterans' Affairs,Policy
2013-12-04,"ADJUDICATING VA'S MOST COMPLEX DISABILITY CLAIMS: ENSURING QUALITY, ACCURACY AND CONSISTENCY ON COMPLICATED ISSUES",House Committee on Veterans' Affairs,Agency Conduct
2013-11-20,BUILDING VA'S FUTURE: CONFRONTING PERSISTENT CHALLENGES IN VA MAJOR CONSTRUCTION AND LEASE PROGRAMS,House Committee on Veterans' Affairs,Policy
2013-11-13,``CORRECTING `KERFUFFLES' - ANALYZING PROHIBITED PRACTICES AND PREVENTABLE PATIENT DEATHS AT JACKSON VAMC'',House Committee on Veterans' Affairs,Fact Finding
2013-11-07,"COMPLICATIONS OF GEOGRAPHY: FOCUSING ON VBA OUTREACH, ACCESSIBILITY, LEADERSHIP AND STAFFING EFFORTS TO MEET THE NEEDS OF VETERANS LIVING IN AREAS REMOTE FROM A REGIONAL OFFICE",House Committee on Veterans' Affairs,Fact Finding
2013-11-06,TEXAS' INNOVATIVE APPROACHES TO JOBS AND EMPLOYMENT FOR VETERANS,House Committee on Veterans' Affairs,Fact Finding
2013-10-30,FOCUSED ISSUES ON DIGNIFIED BURIALS: A NATIONAL CEMETERY UPDATE,House Committee on Veterans' Affairs,Fact Finding
2013-10-10,BETWEEN PERIL AND PROMISE: FACING THE DANGERS OF VA'S SKYROCKETING USE OF PRESCRIPTION PAINKILLERS TO TREAT VETERANS,House Committee on Veterans' Affairs,Fact Finding
2013-10-09,EFFECT OF GOVERNMENT SHUTDOWN ON VA BENEFITS AND SERVICES TO VETERANS,House Committee on Veterans' Affairs,Policy
2013-09-19,TRIALS IN TRANSPARENCY: AN ANALYSIS OF VA COOPERATION WITH CONGRESS IN MEETING ITS OVERSIGHT RESPONSIBILITIES ON BEHALF OF VETERANS,House Committee on Veterans' Affairs,Policy
2013-09-17,MAKING A DIFFERENCE: SHATTERING BARRIERS TO EFFECTIVE MENTAL HEALTH CARE FOR VETERANS,House Committee on Veterans' Affairs,Field
2013-09-11,IMPLEMENTATION UPDATE: FULLY DEVELOPED CLAIMS,House Committee on Veterans' Affairs,Policy
2013-09-09,"A MATTER OF LIFE AND DEATH: EXAMINING PREVENTABLE DEATHS, PATIENT SAFETY ISSUES, AND BONUSES FOR VA EXECS WHO OVERSAW THEM",House Committee on Veterans' Affairs,Field
2013-07-19,SAFETY FOR SURVIVORS: CARE AND TREATMENT FOR MILITARY SEXUAL TRAUMA,House Committee on Veterans' Affairs,Fact Finding
2013-07-17,"LEGISLATIVE HEARING ON H.R. 813; H.R. 806; AND A DRAFT DISCUSSION BILL ``TO AMEND TITLE 38, UNITED STATES CODE, TO DIRECT THE SECRETARY OF VETERANS AFFAIRS TO SUBMIT TO CONGRESS A FUTURE-YEARS VETERANS PROGRAM AND A QUADRENNIAL VETERANS REVIEW, TO ESTABLISH IN THE DEPARTMENT OF VETERANS AFFAIRS A CHIEF STRATEGY OFFICER, AND FOR OTHER PURPOSES''",House Committee on Veterans' Affairs,Legislative
2013-07-10,DOD AND VA COLLABORATION TO ASSIST SERVICEMEMBERS RETURNING TO CIVILIAN LIFE,House Committee on Veterans' Affairs,Policy
2013-07-09,"LEGISLATIVE HEARING ON `DRAFT LEGISLATION, THE LONG-TERM CARE VETERANS CHOICE ACT'; H.R. 1443; H.R. 1612; H.R. 1702; H.R. 2065",House Committee on Veterans' Affairs,Legislative
2013-06-28,"LEGISLATIVE HEARING ON H.R. 1288, H.R. 1494, H.R. 1623, H.R. 1809, H.R. 2086, H.R. 2138, H.R. 2189, H.R. 2341, H.R. 2382 AND H.R. 2423",House Committee on Veterans' Affairs,Legislative
2013-06-27,ASSESSING VA'S CAPITAL INVESTMENT OPTIONS TO PROVIDE VETERANS' CARE,House Committee on Veterans' Affairs,Fact Finding
2013-06-19,"LEGISLATIVE HEARING ON H.R. 1490, `VETERANS' PRIVACY ACT;' H.R. 1792, `INFECTIOUS DISEASE REPORTING ACT;' AND H.R. 1804, `FOREIGN TRAVEL ACCOUNTABILITY ACT'",House Committee on Veterans' Affairs,Legislative
2013-06-18,WHY ARE VETERANS WAITING YEARS ON APPEAL?: A REVIEW OF THE POST- DECISION PROCESS FOR APPEALED VETERANS' DISABILITY BENEFITS CLAIMS,House Committee on Veterans' Affairs,Fact Finding
2013-06-04,HOW SECURE IS VETERANS' PRIVACY INFORMATION?,House Committee on Veterans' Affairs,Agency Conduct
2013-05-22,EXPEDITING CLAIMS OR EXPLOITING STATISTICS?: AN EXAMINATION OF VA'S SPECIAL INITIATIVE TO PROCESS RATING CLAIMS PENDING OVER TWO YEARS,House Committee on Veterans' Affairs,Policy
2013-05-21,"LEGISLATIVE HEARING ON DRAFT LEGISLATION, `THE VETERANS INTEGRATED MENTAL HEALTH CARE ACT OF 2013;' DRAFT LEGISLATION, `THE DEMANDING ACCOUNTABILITY FOR VETERANS ACT OF 2013;' H.R. 241; H.R. 288; H.R. 984; AND H.R. 1284",House Committee on Veterans' Affairs,Legislative
2013-05-07,VA CONSTRUCTION POLICY: FAILED PLANS RESULT IN PLANS THAT FAIL,House Committee on Veterans' Affairs,Agency Conduct
2013-04-24,EXAMINING THE IMPLICATIONS OF THE AFFORDABLE CARE ACT ON VA HEALTH CARE,House Committee on Veterans' Affairs,Policy
2013-04-16,"LEGISLATIVE HEARING ON H.R. 569, H.R. 570, H.R. 602, H.R. 671, H.R. 679, H.R. 733, H.R. 894 AND H.R. 1405",House Committee on Veterans' Affairs,Legislative
2013-04-11,U.S. DEPARTMENT OF VETERANS AFFAIRS BUDGET REQUEST FOR FISCAL YEAR 2014,House Committee on Veterans' Affairs,Legislative
2013-04-10,SUSTAINING THE SACRED TRUST: AN UPDATE ON OUR NATIONAL CEMETERIES,House Committee on Veterans' Affairs,Fact Finding
2013-03-20,"FOCUSING ON PEOPLE: A REVIEW OF VA'S PLANS FOR EMPLOYEE TRAINING, ACCOUNTABILITY, AND WORKLOAD MANAGEMENT TO IMPROVE DISABILITY CLAIMS PROCESSING",House Committee on Veterans' Affairs,Policy
2013-03-14,WAITING FOR CARE: EXAMINING PATIENT WAIT TIMES AT VA,House Committee on Veterans' Affairs,Agency Conduct
2013-03-13,GULF WAR: WHAT KIND OF CARE ARE VETERANS RECEIVING 20 YEARS LATER?,House Committee on Veterans' Affairs,Fact Finding
2013-03-13,MEETING PATIENT CARE NEEDS: MEASURING THE VALUE OF VA PHYSICIAN STAFFING STANDARDS,House Committee on Veterans' Affairs,Fact Finding
2013-03-06,JOINT HEARING TO RECEIVE LEGISLATIVE PRESENTATION OF MULTIPLE VETERAN SERVICE ORGANIZATIONS (VSOs),House Committee on Veterans' Affairs,Legislative
2013-02-27,ELECTRONIC HEALTH RECORD U-TURN: ARE VA AND DOD HEADED IN THE WRONG DIRECTION?,House Committee on Veterans' Affairs,Policy
2013-02-26,JOINT HEARING TO RECEIVE LEGISLATIVE PRESENTATION OF THE DISABLED AMERICAN VETERANS (DAV),House Committee on Veterans' Affairs,Legislative
2013-02-13,HONORING THE COMMITMENT: OVERCOMING BARRIERS TO QUALITY MENTAL HEALTH CARE FOR VETERANS,House Committee on Veterans' Affairs,Fact Finding
2013-02-05,ANALYZING VA'S ACTIONS TO PREVENT LEGIONNAIRES' DISEASE IN PITTSBURGH,House Committee on Veterans' Affairs,Agency Conduct
2013-02-05,THE 100% TEMPORARY DISABILITY RATING: AN EXAMINATION OF ITS EFFECTIVE USE,House Committee on Veterans' Affairs,Fact Finding
2012-12-04,WADING THROUGH WAREHOUSES OF PAPER: THE CHALLENGES OF TRANSITIONING VETERANS RECORDS TO PAPERLESS TECHNOLOGY,House Committee on Veterans' Affairs,Fact Finding
